id,meta_key,meta_value,term_id,created_by
3455,displayName.my-zawgyi,ဟိုတယ္ႏွင့္ ခရီးသြား,1059,liquibase
4723,displayName.my,အချိန်ပိုင်း/ ကာလပိုင်း,1634,liquibase
4724,displayName.my,အယ်ဒီတာ,1635,liquibase
4725,displayName.my,စကားပြန်/ ဘာသာပြန်,1636,liquibase
4726,displayName.my,Customer Service,1637,liquibase
4727,displayName.my,အထည်အလိပ်နှင့် အဝတ်အထည်,1638,liquibase
4728,displayName.my,ဖျော်ဖြေရေး,1639,liquibase
4729,displayName.my,ရုံးအုပ်ချုပ်ရေးပိုင်း,1640,liquibase
4730,displayName.my,ကုန်သိုလှောင် ရောင်းဝယ်ရေး,1641,liquibase
4731,displayName.my,ကာယလုပ်သားနှင့် အိမ်မှုထိန်းသိမ်းရေး,1642,liquibase
4732,displayName.my,အရောင်း,1643,liquibase
4733,displayName.my,ဧည့်ကြို,1644,liquibase
4734,displayName.my,မာကတ်တင်း ဌာန,1645,liquibase
4735,displayName.my,အကြီးတန်း စီမံခန့်ခွဲမှု,1646,liquibase
4736,displayName.my,ကနဦး အဆင့်/အလုပ်သင်,1647,liquibase
4737,displayName.my,ယာဉ်မောင်း,1648,liquibase
4738,displayName.my,QA/QC,1649,liquibase
4739,displayName.my,ဂရပ်ဖစ် ဒီဇိုင်း/ ဝက်ဘ်ဒီဇိုင်း,1650,liquibase
4740,displayName.my,အာမခံ တိုင်ပင်ဆွေးနွေးရေး,1651,liquibase
4741,displayName.my-zawgyi,အခ်ိန္ပိုင္း/ ကာလပိုင္း,1634,liquibase
4742,displayName.my-zawgyi,အယ္ဒီတာ,1635,liquibase
4743,displayName.my-zawgyi,စကားျပန္/ ဘာသာျပန္,1636,liquibase
4744,displayName.my-zawgyi,Customer Service,1637,liquibase
4745,displayName.my-zawgyi,အထည္အလိပ္ႏွင့္ အဝတ္အထည္,1638,liquibase
4746,displayName.my-zawgyi,ေဖ်ာ္ေျဖေရး,1639,liquibase
4747,displayName.my-zawgyi,ရုံးအုပ္ခ်ဳပ္ေရးပိုင္း,1640,liquibase
4748,displayName.my-zawgyi,ကုန္သိုေလွာင္ ေရာင္းဝယ္ေရး,1641,liquibase
4749,displayName.my-zawgyi,ကာယလုပ္သားႏွင့္ အိမ္မႈထိန္းသိမ္းေရး,1642,liquibase
4750,displayName.my-zawgyi,အေရာင္း,1643,liquibase
4751,displayName.my-zawgyi,ဧည့္ၾကိဳ,1644,liquibase
4752,displayName.my-zawgyi,မာကတ္တင္း ဌာန,1645,liquibase
4753,displayName.my-zawgyi,အၾကီးတန္း စီမံခန္႔ခြဲမႈ,1646,liquibase
4754,displayName.my-zawgyi,ကနဦး အဆင့္/အလုပ္သင္,1647,liquibase
4755,displayName.my-zawgyi,ယာဥ္ေမာင္း,1648,liquibase
4756,displayName.my-zawgyi,QA/QC,1649,liquibase
4757,displayName.my-zawgyi,ဂရပ္ဖစ္ ဒီဇိုင္း/ ဝက္ဘ္ဒီဇိုင္း,1650,liquibase
4758,displayName.my-zawgyi,အာမခံ တိုင္ပင္ေဆြးေႏြးေရး,1651,liquibase
